NAME,PRICE,CUISINES_CATEGORY,CITY,REGION,RATING,VOTES,PEAK_TIME,MEN_EMPLOYEE,WOMEN_EMPLOYEE,DELIVERED_FOOD_APPROX,DELIVERY_TIME
SAGAS FOODS,100,['Sweets' 'Beverages' 'Chaat'],Chennai,Royapettah,--,,16:25:54,8,2,8473,54
Simbox,200,['Indian' 'Chinese'],Chennai,Egmore,4.4,100,11:37:41,5,0,16875,46
Compani - Great Combos,200,['North Indian'],Chennai,Purasaiwakkam,--,,09:13:43,6,2,11373,54
Thulasi Mess,150,['South Indian' 'North Indian' 'Andhra' 'Biryani'],Chennai,Aminjikarai,3.8,100,16:59:14,5,0,25676,54
CHILLY TALES EATALIANO,200,['Indian'],Chennai,Kilpauk,--,,12:53:06,10,4,19199,49
Pedreno's,1000,['Italian' 'Italian-American' 'American'],Chennai,Mylapore,4.1,20,20:01:28,7,2,23522,60
Mozza,0,['Continental' 'Chinese' 'Italian' 'Mexican'],Chennai,Annanagar East,--,,18:34:38,6,0,22133,64
Uppilis On D Go,200,['South Indian'],Chennai,Cit Nagar,3.9,50,20:16:27,1,0,28226,80
Ambaram fast food,200,['South Indian' 'Fast Food'],Chennai,Egmore,3.8,20,22:24:13,7,2,17731,37
SAKTHI A HOT SOUP,100,['Indian'],Chennai,Perambur,--,,10:21:24,3,0,11717,62
6 FLAVOURS,300,['North Indian' 'Chinese' 'Tandoor' 'Grill' 'Barbecue'],Chennai,Anna Nagar,3.5,20,22:50:11,10,5,12803,73
Indian Kitchen By Sigree,400,['Indian' 'North Indian' 'Mughlai' 'Biryani' 'Punjabi'],Chennai,Anna Nagar,4.1,20,13:48:45,10,3,10404,70
METRO CAKES,300,['Desserts'],Chennai,Perambur,4.5,20,15:58:16,10,1,3397,68
CAKE FEAST,300,['Desserts' 'Bakery'],Chennai,Perambur,4.4,100,13:23:14,3,4,26829,68
Ginger Garlic,250,['Chinese' 'Arabian' 'Tandoor'],Chennai,Ayanavaram,4.2,100,13:35:20,2,1,27886,50
SPICE HUB VADA PAV,200,['Snacks' 'Fast Food'],Chennai,Purasaiwakkam,4.6,20,18:15:35,10,5,5643,39
Venkateswara Veg Restaurant,100,['South Indian'],Chennai,Kodambakkam,4.6,50,12:31:37,5,4,17833,61
HOT BOWL CAFE,250,['Chinese'],Chennai,Perambur,--,,09:18:30,2,0,28117,69
TCF - Twinchester Foods,200,['Chinese' 'Snacks'],Chennai,Kilpauk,--,,17:33:13,5,5,23602,57
TEA LITEFUL,200,['Beverages' 'Snacks' 'Continental'],Chennai,Egmore,4.6,20,21:59:50,1,1,9861,40
The Great Kabab Factory,600,['Kebabs'],Chennai,Egmore,--,,22:53:15,10,2,29471,51
Sachin Ka Dhabba,500,['Punjabi' 'North Indian' 'Chinese'],Chennai,Alwarpet,4.1,50,19:55:01,5,0,28806,69
GOWRI FAST FOOD,200,['Arabian' 'North Indian'],Chennai,Purasawalkam,--,,14:42:16,9,3,24830,44
A Plus Tea,100,['Beverages'],Chennai,Perambur,--,,09:18:59,4,2,5098,60
SSS Hyderabad Briyani,250,['Chinese' 'Indian'],Chennai,Kodambakkam,3.9,100,09:46:55,6,2,12639,71
Chinese Baba,300,['Biryani' 'Barbecue' 'Chettinad' 'Chinese'],Chennai,Alwarpet,--,,13:13:50,5,4,7149,68
Turban Mughal Restaurant,700,['Biryani'],Chennai,George Town,4.4,50,13:12:40,5,2,25934,58
Chop 'N' Stix,500,['Chinese'],Chennai,West Mambalam,4.3,100,10:19:28,3,5,21764,77
ARABIAN PARADISE,250,['Arabian' 'Tandoor' 'Grill'],Chennai,Vadapalani,--,,19:03:08,8,3,17556,77
Sk chats,400,['Chaat' 'Snacks'],Chennai,Kodambakkam,--,,10:24:36,1,5,4032,78
PRIYA VEG HOME FOODS,150,['Indian'],Chennai,Perambur,4.3,20,12:30:47,4,1,4662,68
Hotel Kalyana Bhavan,250,['Biryani'],Chennai,George Town,--,,16:23:47,3,2,16981,50
Rizwan Biriyani and Kabab center,300,['Biryani' 'Fast Food' 'Kebabs'],Chennai,Triplicane,4.1,100,20:45:58,3,3,10547,34
NOTO - Healthy Ice Cream,250,['Healthy Food' 'Ice Cream'],Chennai,Royapettah,--,,18:01:27,3,4,17084,45
Fabelle Chocolates - ITC WelcomHotel,600,['Bakery' 'Desserts' 'Sweets'],Chennai,Teynampet,4.6,50,17:04:15,7,1,22295,59
Southside Taco,500,['Mexican' 'Desserts' 'Beverages' 'Snacks'],Chennai,Alwarpet,4.4,100,12:26:33,8,3,19724,69
Popcorn House,150,['Indian'],Chennai,Perambur,--,,19:16:06,4,5,27205,68
Keventers Ice Creamery,300,['Ice Cream' 'Desserts'],Chennai,Mogapair,4.7,20,21:46:57,4,4,14686,86
PULUSU T NAGAR,500,['Andhra' 'Indian' 'Tandoor' 'Beverages' 'Chinese' 'Biryani' 'Hyderabadi'],Chennai,T. Nagar,3.9,100,10:36:42,3,4,14930,70
Hot Pan,200,['Pizzas' 'Chinese' 'Juices'],Chennai,Teynampet,3.5,20,20:57:42,9,1,27140,64
King Sandwich,200,['Fast Food'],Chennai,Vadapalani,4.3,100,13:41:25,9,0,7323,71
Indiana Burgers,200,['American' 'Desserts'],Chennai,Royapettah,4.6,50,12:02:51,1,5,27981,54
Tosamania,250,['South Indian'],Chennai,Anna Nagar,--,,12:29:11,10,3,21668,75
WarmOven Cake & Desserts,200,['Bakery' 'Desserts' 'Ice Cream'],Chennai,Royapettah,4.5,100,12:47:11,5,2,26624,62
Majeeth Hotel,300,['South Indian' 'Chinese' 'Biryani'],Chennai,George Town,4.1,100,19:50:35,3,0,18417,44
The Degh Story,900,['North Indian' 'Biryani' 'Hyderabadi' 'Indian'],Chennai,T Nagar,--,,22:37:13,9,1,10822,80
TOSSED BY KOOX - GOURMET DIY BOX KITS,350,['Pizzas' 'Pastas' 'Asian' 'Desserts' 'Snacks' 'Beverages'],Chennai,Alwarpet,--,,20:45:52,10,2,7282,81
Atho Grillz - G A Road,350,['Burmese' 'Indian' 'Chinese' 'Arabian'],Chennai,Washermanpet,4,100,13:08:43,3,3,12751,56
Arcot royal biriyani and fastfood,200,['Biryani' 'Fast Food'],Chennai,Cit Nagar,3.5,50,18:43:19,6,3,5409,71
CHAI GARDEN,200,['South Indian' 'Beverages'],Chennai,Kilpauk,--,,15:36:02,3,2,6241,63
Csoning Shawarma Perambur,200,['Arabian'],Chennai,Perambur,--,,10:36:13,10,5,15034,67
TOMMYS KITCHEN,300,['Chinese' 'Indian' 'Kebabs'],Chennai,Kodambakkam,--,,13:29:21,8,0,15349,65
PIZZA STONE,350,['Pizzas' 'Combo'],Chennai,Villivakkam,--,,22:09:51,1,4,3642,70
GUNA BHAI DOSA,200,['Indian'],Chennai,George Town,--,,09:26:08,6,4,24437,45
Aps Chat,200,['Fast Food'],Chennai,Vadapalani,4.2,20,21:13:43,4,0,4716,83
The Idli Factory,300,['South Indian'],Chennai,Cit Nagar,4,100,14:09:06,7,3,24406,80
Buhari Vintage Hotel - Kilpauk,400,['Biryani' 'North Indian' 'Chinese'],Chennai,Kilpauk,4.4,100,19:21:04,2,4,4230,45
Karim Biryani,300,['Biryani' 'South Indian'],Chennai,Poongavanapuram,3.8,20,14:50:15,8,4,5460,32
HOTEL VIRUDHUNAGAR ELITE,150,['Chinese' 'Biryani' 'Indian'],Chennai,Nungambakkam,--,,18:31:25,10,4,15045,57
HOTEL NATARAJAH,270,['South Indian' 'Chinese' 'North Indian'],Chennai,George Town,4.4,20,09:32:48,7,5,14211,52
Shaik Shack Shawarma,200,['Fast Food'],Chennai,T. Nagar,4.1,100,10:53:55,2,4,11919,72
Chatar Patar,300,['Fast Food' 'Street Food'],Chennai,Perambur,--,,11:45:20,8,2,27336,71
Bakers Spring,250,['Bakery' 'Desserts' 'Fast Food'],Chennai,Old Washermanpet,4.3,50,10:31:27,4,3,24784,61
S2C Chaat,100,['Street Food' 'Sweets'],Chennai,Perambur,4.1,100,19:58:05,1,0,6113,60
Cheap & Best kitchen,500,['Biryani' 'North Indian'],Chennai,Alwarpet,--,,10:17:06,1,1,22405,63
JALSA,500,['Chaat' 'Beverages'],Chennai,Kilpauk,--,,11:42:55,4,0,10541,49
Mystery Of Brew,200,['Indian'],Chennai,Vadapalani,--,,22:28:05,1,0,26552,78
Haagen Dazs,500,['Ice Cream' 'Desserts'],Chennai,Thousand Lights,4.2,50,20:33:23,2,1,9200,47
Chatpata Chat House,150,['South Indian' 'Bakery' 'Desserts'],Chennai,Kilpauk,4.1,50,10:58:32,6,5,19199,44
Masala street,50,['Chinese' 'Continental' 'South Indian' 'Italian'],Chennai,Vadapalani,3.5,20,17:52:57,2,2,29274,85
NARSUVAI BIRYANI,275,['Biryani'],Chennai,Annanagar,--,,19:14:47,2,2,3780,76
Rosewater,800,['Indian' 'Chinese' 'Continental' 'Asian'],Chennai,Anna Nagar,4.2,20,11:44:12,9,0,6421,73
Billy's,200,['Indian' 'American' 'Italian' 'Continental'],Chennai,Perambur,--,,22:11:18,2,5,6938,81
GRILL WAGON,200,['Indian'],Chennai,Egmore,--,,13:32:30,7,5,29972,49
Hotel Sagar,300,['Biryani' 'Indian' 'Chinese' 'Beverages'],Chennai,Royapettah,--,,20:59:52,10,3,19198,44
Chai Kings,150,['Beverages' 'Snacks'],Chennai,Kilpauk,4.5,100,19:22:01,9,1,15647,38
Daily treat,200,['American' 'Juices' 'Street Food' 'Pizzas'],Chennai,Annanagar East,3.8,20,21:00:43,7,0,20338,62
ATOMS BY BLIND CH3MISTRY,400,['Beverages' 'Continental' 'Italian'],Chennai,Kilpauk,--,,22:27:53,6,3,7024,46
Hotel Shiva Sagar,350,['North Indian' 'Jain' 'Chaat' 'Indian' 'South Indian' 'Tandoor'],Chennai,Periyamet,4.3,100,16:31:39,6,3,29408,33
The Creams,200,['Bakery' 'Ice Cream' 'Desserts'],Chennai,Kilpauk,4.4,100,09:44:57,6,1,4019,32
Sea Shore,500,['North Indian' 'Chettinad' 'Chinese' 'Seafood'],Chennai,George Town,3.8,20,20:42:36,9,0,8061,39
Zuka,800,['Desserts' 'Bakery'],Chennai,T. Nagar,4.5,100,21:30:51,2,1,16128,64
SANJANA FOODS AND SNACKS,45,['Snacks' 'Sweets' 'Beverages'],Chennai,Perambur,--,,13:21:21,8,5,20026,57
Delicious Pizza,200,['Fast Food'],Chennai,Tondiarpet,--,,14:00:00,10,5,13910,81
Mex It Up,500,['Mexican' 'Beverages'],Chennai,Nungambakkam,4.1,20,13:31:03,3,3,12033,72
Taste of Italy,300,['Italian-American'],Chennai,Anna Nagar,4.3,20,13:29:33,9,5,16738,70
Jalpaan,600,['North Indian' 'Chinese' 'Thai' 'Indian' 'Desserts' 'Beverages'],Chennai,T Nagar,--,,22:44:38,9,4,6084,90
27 culinary street,300,['North Indian' 'South Indian' 'Chinese' 'Indian' 'Mongolian' 'Continental'],Chennai,Mylapore,--,,09:12:04,8,2,11985,55
Ra3,300,['Indian' 'Chinese' 'Combo'],Chennai,Egmore,--,,13:29:30,1,1,17870,49
SRB Hyderabad Biryani,300,['Fast Food' 'Biryani' 'Chinese' 'Grill' 'Arabian'],Chennai,George Town,--,,22:00:39,1,5,8319,64
Parambriym,600,['Biryani' 'South Indian' 'Indian'],Chennai,Anna Nagar,4.2,20,13:55:16,4,1,24114,63
Wah ji Wah ( budhvihar),250,['Indian' 'Chinese'],Delhi,Budh Vihar,3.8,1000,20:07:28,1,3,27924,21
Wah Bhai Wah,200,['North Indian' 'Chinese' 'Tandoor' 'Beverages'],Delhi,Sector 4 Rohini,3.8,500,09:54:35,4,3,12287,27
Burger King,350,['American' 'Fast Food'],Delhi,Rohini,4.3,1000,14:50:26,1,1,14753,35
Behrouz Biryani,500,['Biryani' 'Mughlai' 'Lucknowi' 'Hyderabadi' 'Kebabs' 'North Indian' 'Persian' 'Desserts'],Delhi,Rohini,4.2,500,16:36:52,4,3,17701,38
Nivetha Dosa Corner,150,['South Indian'],Delhi,Rohini,4.1,100,16:20:02,6,2,5637,31
Pizzallo Hot,400,['Italian' 'Pizzas'],Delhi,Sector 3 Rohini,3,20,13:21:06,4,5,28737,27
Kwality Walls Frozen Dessert & Ice Cream Shop,100,['Desserts' 'Ice Cream'],Delhi,Pitam Pura,4.6,500,19:18:25,6,4,28471,29
Kushal Bhojnalaya,200,['North Indian'],Delhi,Sector 2 Rohini,4.2,100,14:27:40,1,3,26920,29
Your's Pizza,400,['Italian'],Delhi,Sector 2 Rohini,3.5,100,16:15:09,10,5,7486,29
Pooran's Ambala Wale,250,['North Indian' 'Chinese'],Delhi,Sector 14 Rohini,4,100,15:55:50,3,3,17753,48
Wong's Kitchen,250,['Chinese' 'Fast Food' 'Asian'],Delhi,Sector 9 Rohini,3.8,500,15:25:05,9,1,11403,37
KFC,400,['American' 'Snacks'],Delhi,Rohini,4.3,100,12:15:10,1,5,24521,35
Shut Up & Eat,250,['Indian'],Delhi,Pitam Pura,4.1,100,16:14:05,4,5,8480,27
MY SHOP Sector-7,300,['Fast Food' 'Italian' 'American' 'Beverages'],Delhi,Sector 7 Rohini,4.1,100,15:00:11,2,1,12077,31
Vaishno rasoi,300,['North Indian'],Delhi,Prashant Vihar Rohini,3.9,100,11:51:39,1,0,28607,48
Keventers - Milkshakes and Desserts,300,['Beverages' 'Ice Cream' 'Desserts' 'Healthy Food'],Delhi,Rohini,4.4,100,22:23:02,7,3,4507,35
Khalsa Dhaba,500,['North Indian'],Delhi,Rohini,--,,15:45:45,5,3,28144,35
Food of Dreams,300,['North Indian' 'Chinese'],Delhi,Sector 16 Rohini,4,100,13:54:25,8,4,17028,51
The pizza point,250,['Chinese' 'Pastas' 'Pizzas'],Delhi,Rohini,--,,10:19:44,7,5,5240,33
Veerji Malai Chaap Wale (Rohini),400,['North Indian' 'Snacks'],Delhi,Sector 6 Rohini,3.8,500,19:09:25,10,4,19522,28
Bowlsome,250,['Asian' 'North Indian' 'Continental' 'Healthy Food' 'Punjabi' 'Home Food' 'Oriental' 'Desserts' 'Beverages' 'Pan-Asian' 'Bengali' 'Mangalorean' 'Kashmiri' 'Lucknowi' 'Chinese' 'Sweets' 'Kebabs' 'Combo' 'Rajasthani' 'Awadhi'],Delhi,Pitam Pura,3.9,100,22:46:00,3,0,22285,35
Cake Studio-100% Veg,99,['Bakery' 'Chinese' 'Snacks' 'Desserts'],Delhi,Sector 1 Rohini,3.8,100,15:23:55,4,3,13045,28
Haunted Kitchen,150,['Indian' 'Pizzas' 'Biryani' 'Beverages'],Delhi,Rohini,--,,14:33:43,10,2,12895,36
The Hungry Street,200,['Continental' 'Snacks' 'Fast Food'],Delhi,Rohini,--,,12:18:36,4,4,15820,46
Pao Ji Aamchi Mumbai Se,150,['Indian' 'Snacks' 'Street Food' 'Fast Food'],Delhi,Rohini,3.1,50,11:24:56,4,2,18536,35
Guruh Cakes (100% veg),150,['Bakery' 'Desserts' 'Fast Food' 'Chinese' 'Snacks'],Delhi,Sector 1 Rohini,3.7,100,15:48:25,10,4,13327,28
Spice n curry,300,['Chinese' 'North Indian'],Delhi,Prashant Vihar Rohini,3.9,100,21:36:45,10,3,28460,54
Mr Naan & Mrs Curry,200,['Punjabi' 'North Indian' 'Indian'],Delhi,Rohini,--,,14:03:19,6,5,25065,44
The Mealbox,200,['Thalis' 'Punjabi' 'North Indian' 'Indian'],Delhi,Rohini,--,,12:22:54,3,4,23129,38
Mealizer,300,['Chinese'],Delhi,Rohini,--,,22:26:32,2,4,21550,36
Wat A Paratha,200,['Punjabi' 'North Indian' 'Indian'],Delhi,Rohini,--,,12:21:17,10,1,13526,37
Chinese by Heart,200,['Chinese' 'Asian' 'Snacks' 'Fast Food'],Delhi,Rohini,4.1,20,21:55:39,4,2,18931,37
Mr Paratha,200,['Punjabi' 'North Indian' 'Indian'],Delhi,Rohini,3.9,20,15:34:13,9,3,18190,37
Lala Pakode Wala,200,['Snacks' 'Fast Food' 'Punjabi'],Delhi,Rohini,4.4,20,20:14:54,8,3,8749,37
Haandiwala,200,['Punjabi' 'North Indian' 'Indian'],Delhi,Rohini,--,,11:43:21,7,1,21979,37
Thaaliwalaa,200,['Punjabi' 'North Indian' 'Indian' 'Thalis'],Delhi,Rohini,4,20,11:30:21,10,1,13809,36
Punjab Chicken Corner,300,['Punjabi' 'North Indian' 'Tandoor' 'Chinese'],Delhi,Rohini,--,,12:31:31,9,5,19373,34
Murthalwala,200,['Punjabi' 'North Indian' 'Indian'],Delhi,Rohini,4.2,20,09:27:40,6,1,14901,37
DHAAM kitchen,300,['Indian' 'North Indian' 'Fast Food'],Delhi,Rohini,--,,17:38:19,4,4,16277,47
VARIATION (Rohini),350,['Chinese' 'Beverages' 'Fast Food'],Delhi,Sector 3 Rohini,4.1,100,10:03:57,1,5,19255,31
Madhu's Kitchen,200,['North Indian' 'Indian'],Delhi,Rohini,4,20,14:54:04,10,1,6490,47
Quick Tasty Bites,150,['Indian' 'Chinese' 'Pastas' 'Fast Food' 'Snacks'],Delhi,Rohini,--,,10:25:35,2,0,18677,39
Bansiwala,300,['North Indian' 'Snacks' 'Chinese' 'Bakery'],Delhi,Rohini,4.2,50,10:17:32,2,0,19974,30
Pawan Vaishno Dhaba,150,['North Indian'],Delhi,Sector 6 Rohini,3.7,100,14:09:51,10,0,28010,27
Home Plate,160,['Home Food' 'North Indian' 'Healthy Food' 'Thalis' 'Desserts' 'Indian' 'Punjabi'],Delhi,Rohini,4.2,500,12:22:28,2,5,27305,32
STANDARD ICE CREAM(Rohini sector-6 Ayodhya chowk wale),150,['Street Food' 'Desserts' 'Beverages'],Delhi,Rohini,4,50,15:32:13,5,4,18610,25
Kohinoor Foods & Snacks,250,['North Indian' 'Snacks' 'Beverages'],Delhi,Rohini,--,,21:04:39,8,4,15811,37
RHYTHM ROOM,300,['Continental' 'Beverages' 'Chinese'],Delhi,Rohini,--,,20:47:09,8,0,8832,44
KAYANSH FOODS,250,['North Indian' 'Thalis' 'Combo'],Delhi,Rohini,--,,19:17:28,3,0,7490,40
Little London,300,['Chinese' 'Continental' 'Pizzas' 'Pastas' 'Snacks' 'Fast Food'],Delhi,Rohini,--,,19:04:30,9,5,15458,40
Aura Bakers,300,['Bakery' 'Indian' 'Chinese' 'Pastas' 'Snacks'],Delhi,Rohini,--,,10:51:40,2,1,25740,36
KBC(KON BANEGA CHATORA),500,['Chinese' 'Indian' 'Continental' 'Biryani'],Delhi,Rohini,--,,12:50:03,8,3,11969,46
Da Pizza Factory,300,['Italian'],Delhi,Rohini,--,,18:11:29,1,3,29258,35
Tasty Tasty Home Made Food ,200,['North Indian'],Delhi,Rohini,--,,17:22:04,4,1,19222,38
SARAVANA SOUTH INDIAN CAFE,150,['South Indian' 'Chinese'],Delhi,Rohini,3.9,20,10:29:29,10,0,17734,38
EAT THRILL ZONE,300,['Bakery' 'Tandoor' 'Fast Food' 'Chinese' 'Continental'],Delhi,Rohini,4.3,20,18:37:49,4,3,10438,37
Chee Chee,300,['Italian' 'Continental' 'Pizzas'],Delhi,Rohini,--,,15:04:17,2,3,15950,40
Domino's Pizza,400,['Pizzas'],Delhi,Rohini,4.3,500,12:21:41,5,2,12607,30
CAKE.COM,250,['Desserts' 'Bakery'],Delhi,Rohini,--,,12:09:05,7,4,6671,37
Gulshan Di Chaap,200,['North Indian' 'Mughlai'],Delhi,Sector 7 Rohini,3.9,100,10:37:53,1,0,11214,27
Bablu Best Bakers,250,['Bakery' 'Desserts'],Delhi,Rohini,3.5,100,15:28:50,10,1,29257,30
Rohini Rasoi,250,['Chinese' 'Indian'],Delhi,Rohini,--,,18:37:21,9,2,13294,38
JD Meals,200,['Indian' 'Thalis' 'Combo' 'Beverages'],Delhi,Rohini,3.7,20,09:43:21,7,0,10113,48
Combo Express,200,['Snacks' 'Beverages'],Delhi,Rohini,--,,15:27:46,7,4,27428,44
just 99,200,['Indian' 'Combo' 'Thalis'],Delhi,Rohini,--,,14:13:20,9,3,16380,38
Zaika the bakers,400,['Pizzas'],Delhi,Rohini,--,,11:39:25,7,1,26598,38
Haldiram's,350,['Sweets' 'North Indian'],Delhi,Sector 10 Rohini,4.3,500,12:30:56,5,5,6089,38
Hyderabadi Dum Biryani,250,['Biryani' 'North Indian'],Delhi,Rohini,3.4,50,09:27:48,5,2,19908,35
BIKKGANE BIRYANI,350,['Hyderabadi' 'South Indian' 'North Indian' 'Biryani' 'Andhra' 'Mughlai'],Delhi,Rohini,4.4,100,20:10:27,6,1,27067,34
DESTINY OF D3,200,['Punjabi'],Delhi,Rohini,--,,17:45:11,2,4,14622,38
Chitrakut,400,['Biryani' 'North Indian' 'Chinese' 'Thalis'],Delhi,Rohini,4.2,100,17:41:24,5,4,15915,33
Meal Studio,250,['North Indian' 'Indian' 'Combo' 'Desserts' 'Beverages' 'Home Food' 'Healthy Food' 'Thalis' 'Maharashtrian'],Delhi,Rohini,3.9,20,14:49:18,3,2,12022,32
Canteen Central - Burgers Pastas and More,300,['American' 'Pastas' 'Fast Food' 'Snacks' 'Desserts' 'Beverages' 'Asian' 'Italian' 'Tibetan' 'North Indian'],Delhi,Rohini,4,100,09:06:52,7,3,16135,33
Radhey Shyam Ki Rasoi,300,['North Indian' 'Chinese' 'Snacks' 'Thalis'],Delhi,Sector -6,--,,17:01:46,7,2,25143,33
Tummy full,150,['Snacks'],Delhi,Rohini,--,,12:44:17,7,3,19607,30
Paratha Box - 2X Filling,250,['North Indian' 'Punjabi' 'Indian' 'Home Food' 'Combo' 'Beverages'],Delhi,Rohini,4.4,20,18:52:10,10,0,28994,40
MR CHICKEN CHANGEZI,200,['Indian'],Delhi,Rohini,3.7,20,10:01:26,5,1,8025,44
Lazeez,200,['Fast Food'],Delhi,Rohini,--,,17:06:53,8,4,7877,46
Wat-A-Burger! - India ka Burger,200,['Fast Food' 'American' 'Indian' 'Snacks' 'Desserts' 'Beverages'],Delhi,Sector 9 Rohini,4,100,11:17:54,9,0,10724,30
Wow! Momo,300,['Tibetan' 'Fast Food' 'Healthy Food' 'Asian' 'Chinese' 'Snacks' 'Continental' 'Desserts' 'Beverages'],Delhi,Rohini,3.8,20,11:40:09,4,2,27524,40
Waffle King,300,['Desserts' 'Continental' 'Ice Cream' 'Beverages'],Delhi,Sector 7 Rohini,4.2,100,20:45:36,9,0,26763,35
Great Indian Khichdi,200,['Indian' 'Home Food' 'Healthy Food' 'Snacks'],Delhi,Rohini,4.3,100,11:04:24,1,1,14282,33
PASTA RASTA.COM,200,['Italian' 'Chinese' 'Fast Food' 'Beverages'],Delhi,Rohini,--,,21:28:25,5,3,22228,49
Kitchen Queen,200,['Indian' 'Combo' 'Beverages'],Delhi,Rohini,--,,13:29:41,8,0,15399,46
Noodle House,300,['Chinese' 'Thai' 'Japanese' 'Tibetan'],Delhi,Sector 9 Rohini,4,1000,21:15:50,7,2,29804,37
The Burger Club,250,['Fast Food' 'American' 'Beverages' 'Desserts'],Delhi,Sector 7 Rohini,4.2,1000,12:11:16,3,1,13850,35
La Pino'z Pizza,500,['Pizzas'],Delhi,Rohini,3.9,1000,13:34:18,2,0,26396,45
Apni Rasoi,300,['North Indian' 'Chinese' 'Tandoor' 'Snacks' 'Pastas'],Delhi,Krishan Vihar,4,100,17:54:43,2,5,11946,35
Urban Bawarchi,300,['North Indian'],Delhi,pocket c-11 sector 5 Rohini,--,,11:11:07,4,4,9690,39
S.P.W Pizza,200,['Chinese' 'Fast Food'],Delhi,Rohini,--,,15:48:16,8,2,15058,36
Chunmun's Snacks & more,250,['North Indian' 'Fast Food' 'Snacks'],Delhi,Pitampara,--,,13:52:37,3,3,21524,45
Zaffran,400,['North Indian'],Delhi,sector 5 Rohini,--,,14:54:48,9,3,8200,39
Aapki Rasoi,200,['North Indian' 'Tandoor' 'Indian' 'Punjabi'],Delhi,Pitam Pura,3.3,100,15:21:15,5,3,6691,35
Moroca (Rohini),250,['Fast Food'],Delhi,Sector 9 Rohini,4,500,20:41:17,1,1,24093,34
Pandit Ji Ka Dhaba,200,['North Indian'],Delhi,Budh Vihar,3.2,20,14:18:03,1,1,21246,38
The Real Spicy,200,['Indian' 'Fast Food' 'Bakery' 'Pizzas'],Delhi,Rohini,--,,16:53:01,4,4,22310,38
Apni Rasoi (Sector 9 DC Chowk Rohini),250,['North Indian'],Delhi,Sector 9 Rohini,4,1000,22:51:15,1,4,9518,34
Biryani Blues,400,['Biryani' 'Hyderabadi' 'Lucknowi' 'Kebabs' 'Desserts' 'Beverages'],Delhi,Sector 7 Rohini,4.1,500,20:22:15,3,2,8587,38
UBQ by Barbeque Nation,300,['North Indian' 'Mughlai' 'Seafood' 'Biryani' 'Desserts' 'Kebabs'],Delhi,Rohini,3.9,500,16:52:47,4,2,17974,38
Chicken Dum Biryani,300,['Mughlai' 'Indian'],Delhi,Rohini,--,,16:09:46,4,0,26971,45
ZAIKEDAAR BIRYANI,250,['Fast Food' 'North Indian'],Delhi,Rohini,--,,21:09:42,10,5,29240,45
Currynama by Seven Seas,800,['North Indian' 'Kebabs' 'Desserts'],Delhi,Rohini,--,,10:00:55,3,2,4374,45
Hyderabadi Handi Biryani,350,['North Indian'],Delhi,Rohini,--,,20:46:52,7,0,10626,40
Hyderabadi Biryani,350,['Biryani' 'Indian' 'Chinese' 'Beverages'],Delhi,Rohini,--,,12:44:45,4,4,11015,47
Biryani chowk,250,['Chinese' 'Indian'],Delhi,Rohini,--,,16:08:20,6,3,5081,46
Handi biryani,350,['Biryani' 'Chinese' 'Beverages'],Delhi,Rohini,--,,13:06:07,2,1,17613,39
Handi biryani empire,350,['Biryani' 'Chinese' 'Beverages'],Delhi,Rohini,--,,10:29:10,4,0,5697,39
Handi biryani wala,350,['Biryani' 'Chinese' 'Beverages'],Delhi,Rohini,--,,22:44:08,10,5,28488,39
Handi biryani kingdom,350,['Biryani' 'Chinese' 'Beverages'],Delhi,Rohini,--,,14:13:24,1,3,27817,39
Lazeez handi biryani,350,['Biryani' 'Chinese' 'Beverages'],Delhi,Rohini,--,,18:40:53,10,4,12123,39
PURANI DILLI BIRYANI,250,['Indian' 'Chinese' 'Continental'],Delhi,Rohini,--,,11:45:24,5,5,29512,36
Dilli 6 Biryani,250,['Indian' 'Biryani' 'Chinese' 'Combo'],Delhi,Rohini,--,,15:33:53,4,0,16962,44
HYDERABADI BIRYANI ZAIKA,250,['Biryani' 'Indian'],Delhi,Rohini,--,,22:08:02,10,0,25441,44
Lajawab Biryani Corner,350,['Biryani' 'Chinese'],Delhi,Rohini,--,,13:21:23,7,2,21437,39
BIRYANI CHASKA,250,['Italian' 'Chinese' 'Indian' 'Biryani' 'Snacks'],Delhi,Rohini,--,,10:36:48,2,1,3279,47
Pikwik Since 1991,600,['Indian' 'Chinese' 'Continental' 'Mexican' 'Asian'],Delhi,Sector 3 Rohini,4.1,500,19:47:22,3,3,21430,34
THEOBROMA,850,['Desserts' 'Bakery' 'Beverages'],Delhi,Rohini,4.4,100,12:50:16,8,0,12089,33
Pizza Hut,350,['Pizzas'],Delhi,Rohini,3.6,100,22:16:34,1,2,26628,37
Lazeez Biryani,200,['Indian'],Delhi,Rohini,--,,21:05:38,3,2,16486,46
Biryani Badshah,350,['Hyderabadi' 'South Indian' 'North Indian' 'Biryani' 'Andhra' 'Mughlai'],Delhi,Rohini,4.4,50,13:42:46,6,1,10631,34
Awadhi biryani,200,['Chinese' 'Fast Food' 'Combo' 'Biryani' 'Beverages'],Delhi,Rohini,--,,17:40:27,6,5,17764,40
Biryani Empire,300,['Indian' 'Chinese'],Delhi,Rohini,3,20,14:42:02,1,3,10951,38
Meals and Bowls,300,['North Indian' 'Punjabi' 'Mughlai' 'Home Food'],Delhi,Rohini,4,20,21:32:24,7,2,11832,36
